Timestamp (UTC),co,no2,o3,pm10,pm25,so2
2020-02-12T08:45:00Z,1060.0,12.67,37.2,95.0,27.0,21.11
2020-02-12T09:45:00Z,1050.0,12.65,28.28,78.0,27.0,23.82
2020-02-12T10:00:00Z,1090.0,20.81,31.23,78.0,27.0,26.07
2020-02-12T10:15:00Z,1090.0,9.94,31.13,80.2,27.79,24.09
2020-02-12T10:30:00Z,1120.0,15.57,28.34,97.0,34.0,27.28
2020-02-12T10:45:00Z,1210.0,43.18,21.2,97.0,34.0,24.71
2020-02-12T11:45:00Z,1440.0,44.05,14.57,173.0,42.0,20.65
2020-02-12T12:00:00Z,1560.0,54.79,8.9,173.0,42.0,23.32
2020-02-12T12:15:00Z,1440.0,53.87,9.38,178.0,43.39,22.69
2020-02-12T12:30:00Z,1570.0,49.7,8.91,216.0,57.0,20.78
2020-02-12T12:45:00Z,1500.0,52.09,10.7,216.0,57.0,19.43
2020-02-12T13:00:00Z,1560.0,51.13,7.83,216.0,57.0,18.5
2020-02-12T13:15:00Z,1670.0,54.75,6.09,216.34,57.37,21.13
2020-02-12T13:30:00Z,1630.0,55.77,6.51,219.0,61.0,20.25
2020-02-12T13:45:00Z,1560.0,50.16,7.09,219.0,61.0,20.33
2020-02-12T14:00:00Z,1590.0,18.62,8.74,219.0,61.0,19.57
2020-02-12T14:15:00Z,1510.0,28.5,6.95,212.48,60.25,20.07
2020-02-12T14:30:00Z,1510.0,26.38,7.7,163.0,53.0,21.14
2020-02-12T15:00:00Z,1480.0,22.6,6.01,163.0,53.0,11.38
2020-02-12T15:15:00Z,1500.0,14.8,7.53,157.76,52.53,17.42
2020-02-12T15:30:00Z,1530.0,14.98,3.04,118.0,48.0,21.96
2020-02-12T15:45:00Z,1520.0,16.55,3.02,118.0,48.0,27.19
2020-02-12T16:00:00Z,1530.0,9.5,2.41,118.0,48.0,31.87
2020-02-12T16:15:00Z,1540.0,10.28,3.01,121.6,49.04,28.82
2020-02-12T16:45:00Z,1650.0,13.32,1.24,149.0,59.0,25.49
2020-02-12T17:00:00Z,1660.0,18.4,1.13,149.0,59.0,26.24
2020-02-12T17:15:00Z,1720.0,16.16,1.63,151.32,61.47,25.6
2020-02-12T17:30:00Z,1620.0,12.69,1.19,169.0,85.0,25.25
2020-02-12T17:45:00Z,1590.0,12.15,1.12,169.0,85.0,24.8
2020-02-12T18:00:00Z,1580.0,15.91,1.01,169.0,85.0,24.63
2020-02-12T18:15:00Z,1550.0,14.44,1.75,165.97,86.33,23.76
2020-02-12T18:30:00Z,1530.0,2.45,1.8,143.0,99.0,25.56
2020-02-12T18:45:00Z,1480.0,0.0,2.19,143.0,99.0,24.64
2020-02-12T19:00:00Z,1450.0,1.54,2.09,143.0,99.0,23.2
2020-02-12T19:15:00Z,1420.0,0.77,3.13,138.95,96.61,23.49
2020-02-12T19:30:00Z,1410.0,0.0,2.83,109.0,74.0,23.93
2020-02-12T19:45:00Z,1390.0,0.0,2.6,109.0,74.0,23.46
2020-02-12T20:00:00Z,1380.0,0.0,2.34,109.0,74.0,23.13
2020-02-12T20:15:00Z,1360.0,0.0,2.12,107.13,73.34,20.91
2020-02-12T20:30:00Z,1330.0,0.0,2.61,93.0,67.0,22.36
2020-02-12T20:45:00Z,1330.0,0.0,2.21,93.0,67.0,21.01
2020-02-12T21:00:00Z,1360.0,0.0,1.47,93.0,67.0,22.05
2020-02-12T21:15:00Z,1300.0,0.0,2.58,91.6,65.13,20.92
2020-02-12T21:45:00Z,1280.0,0.0,1.76,81.0,47.0,22.4
2020-02-12T22:00:00Z,1260.0,0.0,1.92,81.0,47.0,23.54
2020-02-12T22:15:00Z,1260.0,0.0,2.49,82.16,47.37,23.21
2020-02-12T22:30:00Z,1270.0,0.0,2.37,91.0,51.0,23.12
2020-02-12T22:45:00Z,1250.0,0.0,2.82,91.0,51.0,22.69
2020-02-12T23:00:00Z,1240.0,0.0,2.71,91.0,51.0,22.55
2020-02-12T23:15:00Z,1240.0,9.77,2.03,89.95,51.46,22.68
2020-02-12T23:30:00Z,1210.0,0.0,1.69,82.0,56.0,24.72
2020-02-12T23:45:00Z,1240.0,0.46,1.15,82.0,56.0,23.26
2020-02-13T00:15:00Z,1230.0,0.03,1.29,85.37,56.74,21.94
2020-02-13T00:45:00Z,1230.0,1.3,1.46,111.0,64.0,21.31
2020-02-13T01:00:00Z,1240.0,5.26,1.49,111.0,64.0,19.8
2020-02-13T01:30:00Z,1270.0,5.78,2.01,130.0,81.0,20.86
2020-02-13T01:45:00Z,1290.0,4.4,3.18,130.0,81.0,21.45
2020-02-13T02:00:00Z,1300.0,6.01,2.73,130.0,81.0,22.24
2020-02-13T02:15:00Z,1300.0,7.4,3.9,132.44,80.81,19.91
2020-02-13T02:30:00Z,1300.0,9.77,5.53,151.0,79.0,21.53
2020-02-13T02:45:00Z,1260.0,10.94,7.61,151.0,79.0,20.75
2020-02-13T03:00:00Z,1310.0,23.95,7.17,151.0,79.0,21.38
2020-02-13T03:15:00Z,1310.0,13.69,15.3,149.25,77.32,20.52
2020-02-13T03:30:00Z,1270.0,30.5,12.77,136.0,61.0,21.57
2020-02-13T03:45:00Z,1230.0,11.32,12.98,136.0,61.0,22.56
2020-02-13T04:00:00Z,1230.0,13.14,15.0,136.0,61.0,24.67
2020-02-13T04:30:00Z,1180.0,24.94,21.54,125.0,57.0,23.42
2020-02-13T04:45:00Z,1140.0,22.24,26.04,125.0,57.0,23.93
2020-02-13T05:00:00Z,1180.0,27.9,22.91,125.0,57.0,26.14
2020-02-13T05:45:00Z,1060.0,31.99,25.29,152.0,58.0,22.85
2020-02-13T06:00:00Z,1050.0,22.48,28.64,152.0,58.0,21.99
2020-02-13T06:15:00Z,1050.0,1.47,34.97,148.39,56.79,21.18
2020-02-13T06:30:00Z,1040.0,12.75,32.88,121.0,45.0,21.77
2020-02-13T06:45:00Z,1010.0,5.87,37.56,121.0,45.0,21.63
2020-02-13T07:00:00Z,1020.0,12.25,28.83,121.0,45.0,20.43
2020-02-13T07:15:00Z,1010.0,19.2,33.04,119.02,44.81,20.72
2020-02-13T07:30:00Z,1020.0,23.69,32.23,104.0,43.0,21.78
2020-02-13T07:45:00Z,990.0,13.44,35.3,104.0,43.0,21.23
2020-02-13T08:00:00Z,1160.0,33.18,38.22,104.0,43.0,22.11
2020-02-13T08:15:00Z,1170.0,31.6,37.51,106.9,43.93,23.64
2020-02-13T08:30:00Z,1170.0,29.97,32.44,129.0,53.0,25.4
2020-02-13T08:45:00Z,1160.0,29.65,35.4,129.0,53.0,25.6
2020-02-13T09:00:00Z,1240.0,31.8,34.39,129.0,53.0,25.46
2020-02-13T09:15:00Z,1260.0,30.65,34.71,133.65,53.37,23.46
2020-02-13T09:30:00Z,1240.0,44.36,32.33,169.0,57.0,23.4
2020-02-13T09:45:00Z,1250.0,27.66,32.1,169.0,57.0,22.99
2020-02-13T10:00:00Z,1220.0,22.7,32.25,169.0,57.0,23.51
2020-02-13T10:15:00Z,1260.0,27.87,31.43,165.51,56.44,23.54
2020-02-13T10:30:00Z,1290.0,40.33,30.47,139.0,51.0,22.41
2020-02-13T10:45:00Z,1240.0,47.19,25.44,139.0,51.0,20.77
2020-02-13T11:15:00Z,1270.0,36.61,22.25,145.39,51.09,20.39
2020-02-13T11:30:00Z,1320.0,52.76,18.98,194.0,52.0,20.9
2020-02-13T11:45:00Z,1480.0,49.17,16.25,194.0,52.0,20.31
2020-02-13T12:15:00Z,1480.0,47.15,16.73,193.76,51.9,19.77
2020-02-13T12:30:00Z,1490.0,49.56,13.56,192.0,51.0,16.82
2020-02-13T12:45:00Z,1430.0,47.8,12.44,192.0,51.0,15.0
2020-02-13T13:15:00Z,1450.0,47.76,9.82,194.67,51.55,15.94
2020-02-13T13:30:00Z,1530.0,59.96,10.55,215.0,57.0,15.47
2020-02-13T13:45:00Z,1450.0,40.04,9.91,215.0,57.0,18.14
2020-02-13T14:00:00Z,1410.0,35.78,9.14,215.0,57.0,18.78
2020-02-13T14:15:00Z,1430.0,34.42,5.85,210.23,57.83,20.28
2020-02-13T14:30:00Z,1420.0,33.57,6.88,174.0,66.0,21.03
2020-02-13T15:00:00Z,1420.0,32.3,5.37,174.0,66.0,20.27
2020-02-13T15:45:00Z,1440.0,11.7,5.63,156.0,52.0,21.36
2020-02-13T16:00:00Z,1440.0,6.2,4.16,156.0,52.0,21.11
2020-02-13T16:15:00Z,1430.0,5.41,4.96,151.46,51.12,21.93
2020-02-13T16:30:00Z,1420.0,4.36,3.83,117.0,43.0,22.91
2020-02-13T16:45:00Z,1390.0,1.7,3.5,117.0,43.0,22.09
2020-02-13T17:00:00Z,1390.0,0.55,3.48,117.0,43.0,21.34
2020-02-13T17:15:00Z,1370.0,0.0,3.27,114.79,42.16,21.91
2020-02-13T17:30:00Z,1310.0,0.0,2.82,98.0,34.0,21.88
2020-02-13T17:45:00Z,1330.0,0.0,3.12,98.0,34.0,21.36
2020-02-13T18:00:00Z,1330.0,0.0,2.36,98.0,34.0,20.54
2020-02-13T18:15:00Z,1300.0,0.64,2.38,94.74,34.0,20.82
2020-02-13T18:45:00Z,1260.0,0.0,1.61,70.0,34.0,20.4
2020-02-13T19:00:00Z,1270.0,0.0,1.64,70.0,34.0,19.7
2020-02-13T19:15:00Z,1230.0,0.0,1.74,70.11,35.3,20.66
2020-02-13T19:45:00Z,1220.0,0.0,1.39,71.0,48.0,20.57
2020-02-13T20:00:00Z,1220.0,0.0,0.68,71.0,48.0,20.6
2020-02-13T20:15:00Z,1190.0,0.0,1.92,71.93,47.9,21.6
2020-02-13T20:30:00Z,1200.0,0.0,1.39,79.0,47.0,19.85
2020-02-13T20:45:00Z,1190.0,0.0,1.87,79.0,47.0,20.35
2020-02-13T21:00:00Z,1150.0,0.0,2.04,79.0,47.0,19.25
2020-02-13T21:15:00Z,1150.0,0.0,1.37,79.46,48.11,20.41
2020-02-13T21:45:00Z,1150.0,0.0,2.58,83.0,59.0,21.54
2020-02-13T22:00:00Z,1140.0,0.0,2.35,83.0,59.0,20.94
2020-02-13T22:15:00Z,1120.0,0.0,1.46,85.67,59.27,20.69
2020-02-13T22:30:00Z,1120.0,0.0,1.5,106.0,62.0,21.51
2020-02-13T22:45:00Z,1140.0,0.0,2.04,106.0,62.0,22.26
2020-02-13T23:00:00Z,1130.0,0.0,2.07,106.0,62.0,22.83
2020-02-13T23:15:00Z,1170.0,0.0,1.98,106.46,64.04,22.01
2020-02-13T23:30:00Z,1130.0,0.0,1.56,110.0,84.0,23.24
2020-02-13T23:45:00Z,1150.0,0.0,1.06,110.0,84.0,22.2
2020-02-14T00:15:00Z,1190.0,0.0,1.12,111.51,85.2,22.08
2020-02-14T00:30:00Z,1210.0,0.0,0.99,123.0,97.0,22.26
2020-02-14T00:45:00Z,1210.0,0.0,1.23,123.0,97.0,21.91
2020-02-14T01:00:00Z,1220.0,0.0,0.96,123.0,97.0,20.88
2020-02-14T01:15:00Z,1170.0,0.0,1.69,126.25,97.74,20.87
2020-02-14T01:30:00Z,1190.0,0.0,0.92,151.0,105.0,21.61
2020-02-14T01:45:00Z,1220.0,0.34,1.26,151.0,105.0,20.84
2020-02-14T02:00:00Z,1240.0,0.0,1.12,151.0,105.0,20.81
2020-02-14T02:15:00Z,1220.0,0.0,1.87,152.16,104.53,20.86
2020-02-14T02:30:00Z,1220.0,1.85,1.88,161.0,100.0,21.25
2020-02-14T02:45:00Z,1210.0,0.64,1.93,161.0,100.0,20.82
2020-02-14T03:00:00Z,1240.0,0.36,2.08,161.0,100.0,20.94
2020-02-14T03:30:00Z,1280.0,2.87,8.28,166.0,86.0,22.64
2020-02-14T03:45:00Z,1300.0,13.79,10.66,166.0,86.0,22.18
2020-02-14T04:00:00Z,1220.0,2.1,18.7,166.0,86.0,23.47
2020-02-14T04:15:00Z,1220.0,6.98,17.68,163.55,85.06,22.51
2020-02-14T04:30:00Z,1220.0,2.59,19.94,145.0,76.0,22.18
2020-02-14T04:45:00Z,1180.0,23.69,22.17,145.0,76.0,19.55
2020-02-14T05:00:00Z,1160.0,13.44,25.82,145.0,76.0,19.34
2020-02-14T05:15:00Z,1150.0,4.85,28.13,142.02,74.13,20.41
2020-02-14T05:30:00Z,1230.0,7.66,25.34,120.0,56.0,19.6
2020-02-14T05:45:00Z,1280.0,17.52,27.54,120.0,56.0,20.86
2020-02-14T06:15:00Z,1250.0,23.58,22.79,125.34,56.68,20.8
2020-02-14T06:30:00Z,1230.0,13.22,20.01,166.0,62.0,19.41
2020-02-14T06:45:00Z,1230.0,23.9,17.99,166.0,62.0,20.59
2020-02-14T07:00:00Z,1220.0,22.05,17.12,166.0,62.0,20.36
2020-02-14T07:15:00Z,1240.0,20.83,15.08,166.11,60.86,20.41
2020-02-14T07:30:00Z,1250.0,25.44,13.34,167.0,52.0,20.18
2020-02-14T07:45:00Z,1210.0,13.55,16.53,167.0,52.0,22.08
2020-02-14T08:00:00Z,1250.0,22.59,19.9,167.0,52.0,21.77
2020-02-14T08:15:00Z,1230.0,15.51,19.26,165.77,51.09,21.06
2020-02-14T08:45:00Z,1240.0,9.97,19.76,158.0,44.0,23.36
2020-02-14T09:15:00Z,1300.0,36.84,19.53,158.81,43.63,25.28
2020-02-14T09:45:00Z,1330.0,26.69,18.51,164.0,40.0,23.79
2020-02-14T10:00:00Z,1310.0,22.24,20.65,164.0,40.0,23.59
2020-02-14T10:15:00Z,1360.0,24.47,22.13,163.86,39.81,21.73
2020-02-14T10:45:00Z,1400.0,41.43,18.53,163.0,38.0,22.07
2020-02-14T11:00:00Z,1410.0,39.05,17.78,163.0,38.0,22.18
2020-02-14T11:15:00Z,1390.0,39.99,16.28,170.22,39.0,20.5
2020-02-14T11:45:00Z,1520.0,31.51,16.45,216.0,49.0,20.13
2020-02-14T12:00:00Z,1530.0,49.61,13.33,216.0,49.0,19.55
2020-02-14T12:15:00Z,1560.0,37.49,12.04,213.5,49.18,19.95
2020-02-14T12:45:00Z,1580.0,30.61,11.23,194.0,51.0,18.08
2020-02-14T13:45:00Z,1640.0,33.48,9.93,183.0,49.0,15.57
2020-02-14T14:15:00Z,1520.0,40.01,6.42,183.68,49.81,19.26
2020-02-14T15:00:00Z,1560.0,32.3,6.11,189.0,58.0,22.21
2020-02-14T15:15:00Z,1560.0,33.43,5.76,186.5,57.53,21.37
2020-02-14T16:15:00Z,1540.0,6.31,7.67,161.77,52.81,20.53
2020-02-14T17:00:00Z,1530.0,13.28,2.62,121.0,51.0,21.65
2020-02-14T17:45:00Z,1490.0,2.17,2.46,134.0,68.0,21.28
2020-02-14T18:15:00Z,1510.0,6.87,1.39,135.62,68.27,21.08
2020-02-14T18:45:00Z,1440.0,1.36,0.45,148.0,71.0,21.34
2020-02-14T19:00:00Z,1480.0,5.13,0.71,148.0,71.0,20.59
2020-02-14T19:15:00Z,1450.0,1.18,1.14,141.75,71.18,20.39
2020-02-14T19:30:00Z,1410.0,3.36,1.25,93.0,73.0,20.64
2020-02-14T20:00:00Z,1380.0,0.94,1.03,93.0,73.0,21.47
2020-02-14T20:30:00Z,1340.0,0.96,1.31,94.0,61.0,20.95
2020-02-14T20:45:00Z,1330.0,0.0,1.96,94.0,61.0,21.03
2020-02-14T21:00:00Z,1310.0,0.0,1.53,94.0,61.0,21.81
2020-02-14T21:15:00Z,1290.0,0.0,1.47,91.32,60.81,20.65
2020-02-14T21:45:00Z,1280.0,0.0,1.34,71.0,59.0,21.67
2020-02-14T22:00:00Z,1290.0,0.0,1.2,71.0,59.0,22.1
2020-02-14T22:15:00Z,1250.0,0.0,1.8,72.93,58.81,22.28
2020-02-14T22:30:00Z,1230.0,0.0,1.26,88.0,57.0,21.25
2020-02-14T22:45:00Z,1230.0,0.0,1.07,88.0,57.0,20.69
2020-02-14T23:00:00Z,1220.0,0.0,1.25,88.0,57.0,21.99
2020-02-14T23:15:00Z,1200.0,0.0,0.96,89.7,56.81,19.84
2020-02-14T23:30:00Z,1220.0,0.0,1.42,103.0,55.0,18.36
2020-02-14T23:45:00Z,1180.0,0.0,1.11,103.0,55.0,18.51
2020-02-15T00:00:00Z,1210.0,0.0,0.88,103.0,55.0,19.35
2020-02-15T00:15:00Z,1220.0,0.0,1.15,102.2,55.54,20.44
2020-02-15T00:30:00Z,1170.0,0.0,1.21,96.0,61.0,21.62
2020-02-15T00:45:00Z,1220.0,1.42,0.97,96.0,61.0,22.62
2020-02-15T01:00:00Z,1210.0,0.0,1.12,96.0,61.0,22.1
2020-02-15T01:15:00Z,1210.0,0.0,0.98,96.9,61.27,21.33
2020-02-15T01:30:00Z,1170.0,0.0,1.1,104.0,64.0,21.02
2020-02-15T01:45:00Z,1190.0,10.77,1.6,104.0,64.0,21.3
2020-02-15T02:30:00Z,1170.0,0.52,0.84,165.0,89.0,21.44
2020-02-15T02:45:00Z,1250.0,9.26,0.93,165.0,89.0,21.51
2020-02-15T03:00:00Z,1250.0,0.0,1.91,165.0,89.0,20.97
2020-02-15T03:15:00Z,1260.0,9.18,1.77,166.51,90.76,21.04
2020-02-15T03:30:00Z,1260.0,0.46,1.95,178.0,108.0,22.06
2020-02-15T03:45:00Z,1230.0,1.9,1.7,178.0,108.0,22.45
2020-02-15T04:00:00Z,1260.0,0.15,2.04,178.0,108.0,23.02
2020-02-15T04:15:00Z,1260.0,0.0,1.68,176.48,106.41,22.08
2020-02-15T04:30:00Z,1230.0,0.0,1.54,165.0,91.0,22.34
2020-02-15T05:00:00Z,1240.0,0.0,3.07,165.0,91.0,21.75
2020-02-15T05:15:00Z,1220.0,0.11,3.61,163.18,89.04,19.85
2020-02-15T05:45:00Z,1180.0,0.02,4.45,149.0,70.0,19.5
2020-02-15T06:00:00Z,1180.0,1.36,5.12,149.0,70.0,19.3
2020-02-15T07:15:00Z,1270.0,12.3,3.89,175.59,85.0,21.17
2020-02-15T08:00:00Z,1260.0,10.0,4.74,188.0,85.0,22.1
2020-02-15T08:15:00Z,1260.0,12.13,4.36,185.61,82.39,22.27
2020-02-15T08:30:00Z,1290.0,9.22,4.06,167.0,57.0,22.87
2020-02-15T08:45:00Z,1320.0,11.34,3.71,167.0,57.0,22.74
2020-02-15T09:00:00Z,1360.0,9.96,3.83,167.0,57.0,24.41
2020-02-15T09:15:00Z,1360.0,6.94,2.64,170.02,57.46,24.9
2020-02-15T09:30:00Z,1350.0,10.72,3.27,193.0,62.0,25.06
2020-02-15T09:45:00Z,1380.0,2.1,2.82,193.0,62.0,25.22
2020-02-15T10:00:00Z,1360.0,5.92,3.6,193.0,62.0,23.22
2020-02-15T10:15:00Z,1390.0,11.62,6.05,190.9,61.34,23.67
2020-02-15T10:30:00Z,1280.0,20.4,13.13,175.0,55.0,22.55
2020-02-15T10:45:00Z,1260.0,29.2,20.72,175.0,55.0,22.48
2020-02-15T11:00:00Z,1440.0,35.17,19.59,175.0,55.0,21.9
2020-02-15T11:15:00Z,1510.0,36.85,16.87,175.46,55.46,20.96
2020-02-15T11:30:00Z,1510.0,44.34,13.4,179.0,60.0,20.8
2020-02-15T11:45:00Z,1600.0,34.19,12.33,179.0,60.0,19.53
2020-02-15T12:45:00Z,1590.0,27.32,8.15,161.0,51.0,17.78
2020-02-15T13:00:00Z,1700.0,30.77,7.06,161.0,51.0,16.21
2020-02-15T13:15:00Z,1590.0,33.78,6.88,164.13,50.16,12.32
2020-02-15T13:30:00Z,1580.0,30.8,4.58,188.0,42.0,10.21
2020-02-15T13:45:00Z,1660.0,29.07,3.07,188.0,42.0,10.98
2020-02-15T14:00:00Z,1630.0,29.43,4.12,188.0,42.0,11.45
2020-02-15T14:15:00Z,1570.0,28.02,4.79,183.81,41.9,14.93
2020-02-15T14:30:00Z,1570.0,23.3,4.11,152.0,41.0,16.94
2020-02-15T14:45:00Z,1560.0,20.81,5.56,152.0,41.0,19.19
