Timestamp (UTC),co,no2,o3,pm10,pm25,so2
2020-02-15T15:00:00Z,1570.0,18.46,4.6,152.0,41.0,22.16
2020-02-15T15:45:00Z,1580.0,11.91,3.19,114.0,48.0,19.34
2020-02-15T16:00:00Z,1540.0,7.99,3.74,114.0,48.0,19.64
2020-02-15T16:15:00Z,1520.0,1.68,3.6,112.02,46.69,18.8
2020-02-15T17:00:00Z,1500.0,2.7,2.07,97.0,34.0,24.61
2020-02-15T17:15:00Z,1480.0,0.0,2.45,98.74,34.18,23.18
2020-02-15T17:45:00Z,1460.0,0.0,2.31,112.0,36.0,18.72
2020-02-15T18:00:00Z,1450.0,0.0,1.94,112.0,36.0,20.44
2020-02-15T18:15:00Z,1380.0,0.0,1.92,108.86,35.52,20.91
2020-02-15T18:30:00Z,1380.0,0.0,1.78,85.0,31.0,21.48
2020-02-15T18:45:00Z,1380.0,0.0,2.27,85.0,31.0,20.38
2020-02-15T19:00:00Z,1300.0,0.0,1.8,85.0,31.0,21.53
2020-02-15T19:15:00Z,1280.0,0.0,1.84,83.75,30.53,22.15
2020-02-15T19:30:00Z,1320.0,0.0,1.83,74.0,26.0,21.98
2020-02-15T19:45:00Z,1310.0,0.0,1.87,74.0,26.0,16.82
2020-02-15T20:00:00Z,1270.0,0.0,2.01,74.0,26.0,1.12
2020-02-15T20:15:00Z,1240.0,0.0,1.91,72.83,26.09,4.27
2020-02-15T20:30:00Z,1230.0,0.0,1.6,64.0,27.0,5.66
2020-02-15T20:45:00Z,1230.0,0.0,1.35,64.0,27.0,11.94
2020-02-15T21:15:00Z,1150.0,0.0,1.67,63.41,28.14,17.84
2020-02-15T22:00:00Z,1140.0,0.0,1.36,59.0,39.0,18.14
2020-02-15T22:30:00Z,1140.0,0.0,1.3,66.0,46.0,21.81
2020-02-15T22:45:00Z,1080.0,0.0,1.66,66.0,46.0,20.8
2020-02-15T23:00:00Z,1080.0,0.0,1.62,66.0,46.0,21.28
2020-02-15T23:15:00Z,1080.0,0.0,1.84,66.69,46.09,20.26
2020-02-15T23:30:00Z,1070.0,0.0,1.56,72.0,47.0,17.86
2020-02-16T00:00:00Z,1070.0,0.0,1.55,72.0,47.0,22.59
2020-02-16T00:15:00Z,1070.0,0.0,1.6,72.69,47.55,19.99
2020-02-16T00:30:00Z,1060.0,0.0,1.4,78.0,53.0,18.75
2020-02-16T00:45:00Z,1060.0,0.0,1.53,78.0,53.0,18.18
2020-02-16T01:00:00Z,1100.0,0.0,0.84,78.0,53.0,17.58
2020-02-16T01:15:00Z,1100.0,0.0,1.2,80.67,54.95,18.26
2020-02-16T01:30:00Z,1120.0,0.0,1.21,101.0,74.0,19.44
2020-02-16T01:45:00Z,1110.0,0.0,1.08,101.0,74.0,21.44
2020-02-16T02:00:00Z,1090.0,0.0,1.41,101.0,74.0,22.77
2020-02-16T02:15:00Z,1110.0,0.0,1.25,103.09,74.37,23.04
2020-02-16T02:30:00Z,1090.0,0.0,1.28,119.0,78.0,24.07
2020-02-16T02:45:00Z,1100.0,0.0,1.88,119.0,78.0,24.58
2020-02-16T03:00:00Z,1090.0,0.0,2.24,119.0,78.0,30.85
2020-02-16T03:15:00Z,1130.0,0.0,1.93,122.6,77.53,29.28
2020-02-16T03:30:00Z,1110.0,0.0,2.05,150.0,73.0,23.54
2020-02-16T03:45:00Z,1100.0,0.0,2.39,150.0,73.0,21.9
2020-02-16T04:00:00Z,1110.0,0.0,2.35,150.0,73.0,19.89
2020-02-16T04:15:00Z,1070.0,0.0,2.66,146.74,72.25,17.67
2020-02-16T04:30:00Z,1100.0,0.0,2.29,122.0,65.0,15.91
2020-02-16T04:45:00Z,1120.0,0.0,2.5,122.0,65.0,16.63
2020-02-16T05:30:00Z,1060.0,0.0,2.92,149.0,75.0,31.64
2020-02-16T05:45:00Z,1030.0,0.0,3.76,149.0,75.0,24.47
2020-02-16T06:15:00Z,1080.0,0.0,2.69,148.3,74.53,24.32
2020-02-16T06:30:00Z,1090.0,0.0,2.7,143.0,70.0,22.83
2020-02-16T06:45:00Z,1080.0,0.0,2.82,143.0,70.0,20.8
2020-02-16T07:15:00Z,1070.0,0.0,2.45,141.13,68.51,20.37
2020-02-16T07:30:00Z,1070.0,0.02,3.25,127.0,54.0,22.9
2020-02-16T07:45:00Z,1080.0,0.45,2.58,127.0,54.0,21.17
2020-02-16T08:15:00Z,1050.0,0.0,2.67,126.53,52.88,21.04
2020-02-16T08:30:00Z,1040.0,0.0,2.59,123.0,42.0,28.56
2020-02-16T08:45:00Z,1060.0,0.03,3.68,123.0,42.0,28.72
2020-02-16T09:00:00Z,1060.0,0.01,2.84,123.0,42.0,25.23
2020-02-16T09:15:00Z,1070.0,0.0,2.42,123.11,41.61,23.14
2020-02-16T09:45:00Z,1080.0,0.0,1.87,124.0,38.0,25.73
2020-02-16T10:15:00Z,1110.0,0.0,1.59,123.65,37.81,26.18
2020-02-16T11:00:00Z,1120.0,0.52,1.54,121.0,36.0,11.89
2020-02-16T11:15:00Z,1110.0,1.12,1.76,123.67,36.93,17.01
2020-02-16T11:30:00Z,1070.0,0.31,2.2,144.0,46.0,25.14
2020-02-16T11:45:00Z,1130.0,3.2,4.3,144.0,46.0,27.18
2020-02-16T12:15:00Z,1150.0,14.53,10.51,147.37,46.18,22.12
2020-02-16T12:30:00Z,1200.0,23.78,9.52,173.0,48.0,25.36
2020-02-16T12:45:00Z,1190.0,28.92,6.28,173.0,48.0,24.86
2020-02-16T13:00:00Z,1190.0,17.8,7.44,173.0,48.0,20.76
2020-02-16T13:15:00Z,1220.0,9.28,6.27,175.9,48.37,19.6
2020-02-16T13:30:00Z,1190.0,14.35,4.73,198.0,52.0,15.5
2020-02-16T13:45:00Z,1170.0,20.78,3.69,198.0,52.0,15.42
2020-02-16T14:00:00Z,1210.0,15.5,4.5,198.0,52.0,14.6
2020-02-16T14:15:00Z,1200.0,14.05,4.44,190.55,52.27,14.15
2020-02-16T15:00:00Z,1170.0,6.85,2.91,134.0,55.0,21.39
2020-02-16T15:15:00Z,1170.0,0.8,4.37,129.46,55.0,22.67
2020-02-16T15:30:00Z,1200.0,0.42,3.49,95.0,55.0,23.65
2020-02-16T15:45:00Z,1210.0,0.59,2.42,95.0,55.0,23.59
2020-02-16T16:00:00Z,1230.0,3.24,1.44,95.0,55.0,21.13
2020-02-16T16:15:00Z,1240.0,4.83,1.52,99.53,55.55,21.64
2020-02-16T16:30:00Z,1270.0,0.56,1.68,134.0,61.0,21.61
2020-02-16T16:45:00Z,1290.0,1.35,1.9,134.0,61.0,22.19
2020-02-16T17:15:00Z,1370.0,0.0,0.65,133.3,64.62,24.26
2020-02-16T17:30:00Z,1330.0,0.0,1.27,128.0,100.0,23.8
2020-02-16T17:45:00Z,1300.0,0.0,1.56,128.0,100.0,23.29
2020-02-16T18:00:00Z,1320.0,0.0,1.84,128.0,100.0,22.1
2020-02-16T18:30:00Z,1340.0,0.0,1.23,120.0,84.0,22.06
2020-02-16T19:00:00Z,1300.0,0.0,1.78,120.0,84.0,22.07
2020-02-16T19:15:00Z,1290.0,0.0,1.68,117.61,82.9,21.78
2020-02-16T19:45:00Z,1280.0,0.0,1.22,99.0,72.0,22.31
2020-02-16T20:00:00Z,1270.0,0.0,1.37,99.0,72.0,20.92
2020-02-16T20:15:00Z,1230.0,0.0,1.37,97.13,71.34,22.15
2020-02-16T20:45:00Z,1230.0,1.13,1.93,83.0,65.0,18.84
2020-02-16T21:15:00Z,1180.0,0.0,1.74,82.53,64.06,17.12
2020-02-16T21:30:00Z,1180.0,0.0,1.78,79.0,55.0,18.92
2020-02-16T21:45:00Z,1140.0,0.0,2.08,79.0,55.0,20.23
2020-02-16T22:00:00Z,1110.0,0.0,1.47,79.0,55.0,21.55
2020-02-16T22:15:00Z,1110.0,0.0,1.76,78.53,54.72,20.77
2020-02-16T22:30:00Z,1120.0,0.0,2.04,75.0,52.0,19.71
2020-02-16T23:15:00Z,1110.0,0.0,1.33,76.16,52.95,19.93
2020-02-17T01:15:00Z,1070.0,0.0,1.59,102.3,67.06,17.71
2020-02-17T01:45:00Z,1100.0,0.0,1.16,97.0,58.0,13.84
2020-02-17T02:15:00Z,1120.0,0.0,1.29,99.32,58.74,13.9
2020-02-17T02:30:00Z,1120.0,0.0,2.89,117.0,66.0,11.61
2020-02-17T02:45:00Z,1090.0,0.0,1.41,117.0,66.0,15.1
2020-02-17T03:15:00Z,1140.0,0.12,1.68,120.13,66.18,5.47
2020-02-17T04:15:00Z,1040.0,11.15,15.55,140.51,66.79,25.61
2020-02-17T04:30:00Z,1060.0,3.26,18.84,114.0,55.0,16.28
2020-02-17T07:15:00Z,1090.0,21.28,34.49,112.76,52.09,15.61
2020-02-17T07:30:00Z,1170.0,40.32,31.95,111.0,53.0,10.53
2020-02-17T07:45:00Z,1130.0,25.09,30.51,111.0,53.0,13.89
2020-02-17T08:15:00Z,1160.0,42.98,27.57,118.32,53.74,24.3
2020-02-17T08:30:00Z,1160.0,30.27,28.82,174.0,61.0,34.32
2020-02-17T08:45:00Z,1130.0,22.37,31.5,174.0,61.0,40.26
2020-02-17T09:00:00Z,1120.0,36.7,29.67,174.0,61.0,29.61
2020-02-17T09:15:00Z,1160.0,37.43,25.71,172.6,60.25,23.74
2020-02-17T09:30:00Z,1190.0,40.99,24.02,162.0,53.0,21.85
2020-02-17T11:45:00Z,1430.0,64.65,24.82,192.0,60.0,27.93
2020-02-17T12:00:00Z,1460.0,70.84,21.82,192.0,60.0,22.59
2020-02-17T12:45:00Z,1580.0,81.13,11.8,188.0,52.0,21.09
2020-02-17T13:30:00Z,1750.0,81.24,6.16,226.0,64.0,17.66
2020-02-17T14:00:00Z,1730.0,74.76,3.83,226.0,64.0,15.91
2020-02-17T14:15:00Z,1650.0,58.55,5.43,220.53,63.72,15.28
2020-02-17T14:30:00Z,1670.0,53.22,4.27,179.0,61.0,14.68
2020-02-17T15:15:00Z,1930.0,74.39,1.57,182.6,61.55,20.85
2020-02-17T15:30:00Z,1860.0,66.83,1.91,210.0,67.0,23.72
2020-02-17T15:45:00Z,1830.0,46.9,2.63,210.0,67.0,23.58
2020-02-17T16:00:00Z,1820.0,47.93,0.88,210.0,67.0,23.91
2020-02-17T17:00:00Z,1870.0,26.85,1.22,159.0,73.0,18.91
2020-02-17T17:15:00Z,1940.0,23.34,1.73,163.76,77.83,18.6
2020-02-17T17:30:00Z,1890.0,23.07,0.95,200.0,125.0,18.05
2020-02-17T17:45:00Z,1900.0,22.16,1.05,200.0,125.0,20.93
2020-02-17T18:45:00Z,1860.0,1.37,3.59,177.0,114.0,20.47
2020-02-17T19:00:00Z,1840.0,0.78,5.05,177.0,114.0,22.44
2020-02-17T19:45:00Z,1780.0,0.0,6.92,112.0,89.0,25.29
2020-02-17T20:00:00Z,1720.0,0.0,6.74,112.0,89.0,25.23
2020-02-17T20:15:00Z,1700.0,0.0,5.83,112.0,89.37,26.03
2020-02-17T20:45:00Z,1690.0,0.0,3.13,112.0,93.0,24.63
2020-02-17T22:30:00Z,1480.0,0.0,2.88,98.0,88.0,17.93
2020-02-17T22:45:00Z,1500.0,0.0,2.94,98.0,88.0,21.2
2020-02-17T23:00:00Z,1510.0,0.0,1.71,98.0,88.0,24.1
2020-02-17T23:30:00Z,1440.0,0.0,2.37,87.0,78.0,21.57
2020-02-17T23:45:00Z,1430.0,0.0,2.73,87.0,78.0,26.59
2020-02-18T00:30:00Z,1400.0,0.0,3.45,101.0,77.0,17.53
2020-02-18T01:00:00Z,1290.0,0.02,4.44,101.0,77.0,16.18
2020-02-18T01:45:00Z,1350.0,11.96,5.19,97.0,54.0,23.42
2020-02-18T02:00:00Z,1370.0,5.15,5.76,97.0,54.0,27.22
2020-02-18T02:30:00Z,1370.0,24.72,7.84,126.0,65.0,33.31
2020-02-18T03:00:00Z,1280.0,12.88,13.74,126.0,65.0,33.13
2020-02-18T03:15:00Z,1290.0,4.87,15.74,125.88,64.2,33.34
2020-02-18T03:30:00Z,1220.0,8.49,19.14,125.0,58.0,30.14
2020-02-18T04:00:00Z,1270.0,3.82,24.54,125.0,58.0,26.96
2020-02-18T05:00:00Z,1250.0,4.33,34.39,99.0,50.0,29.46
2020-02-18T05:15:00Z,1220.0,7.13,30.53,99.23,49.62,26.96
2020-02-18T05:30:00Z,1210.0,14.81,28.78,101.0,46.0,22.09
2020-02-18T05:45:00Z,1240.0,20.25,32.9,101.0,46.0,21.42
2020-02-18T06:15:00Z,1160.0,24.71,30.5,100.65,45.9,19.31
2020-02-18T06:45:00Z,1150.0,8.68,35.3,98.0,45.0,17.68
2020-02-18T07:00:00Z,1040.0,8.62,38.85,98.0,45.0,17.1
2020-02-18T07:15:00Z,1080.0,18.47,35.7,97.3,45.0,18.04
2020-02-18T07:45:00Z,1030.0,22.55,37.11,92.0,45.0,19.93
2020-02-18T08:15:00Z,1080.0,19.88,40.56,90.95,44.34,19.1
2020-02-18T09:00:00Z,1140.0,47.99,25.75,83.0,38.0,21.95
2020-02-18T09:15:00Z,1170.0,36.31,25.42,90.79,39.02,22.31
2020-02-18T10:30:00Z,1260.0,36.02,33.8,139.0,52.0,26.69
2020-02-18T10:45:00Z,1280.0,13.95,38.93,139.0,52.0,24.47
2020-02-18T11:00:00Z,1240.0,36.4,33.35,139.0,52.0,21.84
2020-02-18T11:15:00Z,1310.0,60.72,26.2,140.51,51.81,20.69
2020-02-18T11:30:00Z,1290.0,26.63,27.12,152.0,50.0,17.72
2020-02-18T12:00:00Z,1400.0,36.97,29.81,152.0,50.0,18.71
2020-02-18T12:30:00Z,1550.0,48.04,21.69,181.0,50.0,18.08
2020-02-18T12:45:00Z,1520.0,60.73,19.8,181.0,50.0,11.61
2020-02-18T13:30:00Z,1620.0,66.94,13.1,202.0,61.0,4.54
2020-02-18T13:45:00Z,1560.0,50.78,15.07,202.0,61.0,18.78
2020-02-18T14:00:00Z,1540.0,42.2,19.2,202.0,61.0,24.02
2020-02-18T14:15:00Z,1560.0,44.11,16.42,195.37,60.33,33.91
2020-02-18T14:30:00Z,1550.0,72.05,7.22,145.0,54.0,9.12
2020-02-18T14:45:00Z,1490.0,40.27,9.02,145.0,54.0,2.13
2020-02-18T15:00:00Z,1480.0,45.09,7.76,145.0,54.0,3.8
2020-02-18T15:15:00Z,1580.0,60.36,2.39,147.9,55.42,5.43
2020-02-18T15:45:00Z,1600.0,25.3,3.23,170.0,69.0,15.99
2020-02-18T16:15:00Z,1680.0,30.47,2.34,173.02,70.42,19.74
2020-02-18T17:15:00Z,1740.0,29.16,1.95,191.34,84.95,15.38
2020-02-18T18:00:00Z,1760.0,23.95,1.34,156.0,94.0,22.69
2020-02-18T23:30:00Z,1570.0,1.07,3.58,265.0,259.0,26.78
2020-02-19T00:15:00Z,1460.0,0.0,3.87,264.31,256.02,20.95
2020-02-19T00:30:00Z,1480.0,0.49,3.96,260.0,227.0,20.94
2020-02-19T02:15:00Z,1640.0,21.27,5.12,259.4,210.81,24.13
2020-02-19T03:00:00Z,1540.0,30.97,6.6,325.0,248.0,27.71
2020-02-19T04:30:00Z,1500.0,28.23,16.15,180.0,124.0,21.64
2020-02-19T05:30:00Z,1400.0,12.63,28.36,133.0,80.0,27.47
2020-02-19T06:15:00Z,1380.0,22.52,32.14,130.61,77.58,20.58
2020-02-19T06:30:00Z,1310.0,18.25,38.27,112.0,54.0,15.27
2020-02-19T07:00:00Z,1260.0,16.72,35.53,112.0,54.0,11.93
2020-02-19T07:15:00Z,1260.0,3.29,38.76,110.97,58.09,10.11
2020-02-19T07:45:00Z,1210.0,16.29,35.37,103.0,98.0,13.87
2020-02-19T08:15:00Z,1160.0,9.21,44.29,102.3,93.53,22.47
2020-02-19T08:30:00Z,1190.0,27.85,38.29,97.0,50.0,25.01
2020-02-19T08:45:00Z,1260.0,35.9,47.81,97.0,50.0,29.57
2020-02-19T09:15:00Z,1320.0,43.43,39.13,103.51,50.65,28.02
2020-02-19T10:00:00Z,1290.0,36.4,38.28,153.0,57.0,26.86
2020-02-19T10:15:00Z,1340.0,40.06,39.16,152.76,56.81,27.88
2020-02-19T11:00:00Z,1420.0,62.91,30.41,151.0,55.0,27.6
2020-02-19T12:45:00Z,1650.0,71.76,15.87,164.0,61.0,21.71
2020-02-19T13:15:00Z,2120.0,58.7,15.24,173.2,68.16,20.2
2020-02-19T13:45:00Z,1910.0,65.08,6.3,245.0,138.0,20.25
2020-02-19T14:30:00Z,1860.0,44.29,5.64,165.0,72.0,19.33
2020-02-19T15:00:00Z,1770.0,42.43,5.65,165.0,72.0,18.19
2020-02-19T15:15:00Z,1860.0,33.34,4.62,164.31,71.42,18.84
2020-02-19T15:30:00Z,1890.0,44.65,5.88,159.0,66.0,22.4
2020-02-19T15:45:00Z,1830.0,37.89,6.39,159.0,66.0,24.95
2020-02-19T16:15:00Z,1810.0,33.12,3.19,155.39,66.93,29.04
2020-02-19T16:30:00Z,1940.0,30.48,2.63,128.0,76.0,28.07
2020-02-19T17:00:00Z,1840.0,15.27,2.89,128.0,76.0,27.36
2020-02-19T17:15:00Z,1840.0,15.9,1.71,132.54,79.62,29.98
2020-02-19T17:30:00Z,1810.0,20.17,1.89,168.0,115.0,28.13
2020-02-19T17:45:00Z,1800.0,11.89,2.18,168.0,115.0,29.3
2020-02-19T18:00:00Z,1800.0,7.59,2.73,168.0,115.0,26.92
2020-02-19T20:15:00Z,1620.0,0.0,8.36,124.81,99.27,22.63
2020-02-19T20:30:00Z,1590.0,0.0,7.58,100.0,84.0,20.81
2020-02-19T21:30:00Z,1510.0,0.0,3.76,115.0,89.0,22.39
2020-02-19T22:15:00Z,1450.0,1.25,3.85,112.44,87.32,23.67
2020-02-19T22:30:00Z,1440.0,0.0,5.52,93.0,71.0,24.33
2020-02-20T00:30:00Z,1360.0,0.0,7.01,94.0,68.0,23.14
2020-02-20T00:45:00Z,1390.0,0.0,6.13,94.0,68.0,22.03
2020-02-20T01:00:00Z,1370.0,6.61,7.3,94.0,68.0,21.82
2020-02-20T01:30:00Z,1360.0,8.73,6.84,106.0,70.0,22.22
2020-02-20T02:00:00Z,1360.0,15.58,8.06,106.0,70.0,22.58
2020-02-20T02:15:00Z,1320.0,10.82,8.38,107.27,69.16,22.48
2020-02-20T02:30:00Z,1340.0,14.72,8.26,117.0,61.0,22.53
2020-02-20T02:45:00Z,1370.0,7.66,10.74,117.0,61.0,22.4
2020-02-20T03:00:00Z,1350.0,5.85,12.96,117.0,61.0,21.96
2020-02-20T04:00:00Z,1290.0,11.45,23.1,107.0,60.0,23.42
2020-02-20T05:45:00Z,1270.0,13.5,34.01,93.0,44.0,21.72
2020-02-20T06:15:00Z,1240.0,16.89,33.52,93.69,43.62,22.25
2020-02-20T06:45:00Z,1180.0,16.93,37.71,99.0,40.0,24.71
2020-02-20T07:15:00Z,1230.0,19.01,47.1,95.62,40.09,18.45
2020-02-20T09:15:00Z,1270.0,45.56,35.28,136.93,51.65,21.1
2020-02-20T09:45:00Z,1290.0,38.9,33.13,144.0,58.0,22.12
2020-02-20T10:00:00Z,1210.0,35.5,33.27,144.0,58.0,21.32
2020-02-20T11:15:00Z,1330.0,40.34,37.63,144.79,48.37,27.35
2020-02-20T11:45:00Z,1380.0,25.41,34.69,128.0,52.0,24.95
2020-02-20T12:45:00Z,1630.0,63.28,15.6,147.0,57.0,21.38
2020-02-20T13:30:00Z,1680.0,39.17,19.43,155.0,61.0,20.99
2020-02-20T13:45:00Z,1660.0,44.55,11.92,155.0,61.0,21.71
2020-02-20T14:15:00Z,1690.0,36.31,10.06,154.88,60.62,20.4
2020-02-20T14:45:00Z,1620.0,41.89,9.56,154.0,57.0,21.08
2020-02-20T16:00:00Z,1550.0,16.95,5.88,126.0,56.0,17.5
2020-02-20T16:45:00Z,1620.0,7.86,3.83,134.0,74.0,22.47
2020-02-20T17:15:00Z,1580.0,11.08,5.85,133.3,74.93,21.57
